x0,x1,x2,x3,y,x4,x5
0.74,A1,,62.1,3171.0,5.79,5.83
1.74,A2,A3,62.9,16169.0,7.64,7.68
0.4,,,61.1,855.0,4.76,4.73
2.0,A0,A1,60.7,15312.0,8.07,8.11
1.53,A2,A3,61.6,13248.0,7.3,7.4
0.39,,A5,61.8,718.0,4.64,4.71
1.02,A0,A1,59.9,4238.0,6.59,6.56
1.2,A1,A4,62.0,7294.0,6.69,6.76
1.52,A1,A1,62.7,6089.0,7.28,7.2
0.32,,A2,62.4,936.0,4.38,4.37
0.3,A2,A0,63.2,709.0,4.27,4.24
0.33,A1,A0,61.0,463.0,4.45,4.47
0.91,,A4,60.0,4514.0,6.29,6.38
1.8,A1,A4,62.3,15105.0,7.79,7.76
0.4,,A2,60.9,1125.0,4.79,4.74
1.5,A1,A0,62.7,8291.0,7.21,7.3
1.02,A0,A1,62.5,3754.0,6.47,6.4
1.53,,A4,60.7,14931.0,7.38,7.52
1.01,A0,A1,61.8,4672.0,6.41,6.37
0.42,A1,A3,61.8,847.0,4.81,4.84
0.5,,A3,64.1,1397.0,5.03,5.01
1.5,,A1,63.0,6720.0,7.31,7.2
0.36,,A3,61.0,587.0,4.59,4.63
0.38,A1,A7,62.7,1433.0,4.61,4.67
0.59,A2,A3,63.2,1948.0,5.28,5.32
1.11,,A1,62.5,4581.0,6.61,6.63
2.12,A0,A1,61.5,13307.0,8.26,8.21
1.26,A2,A0,63.0,6733.0,6.84,6.88
0.97,A1,A4,61.3,4278.0,6.37,6.41
0.45,,A3,63.7,1149.0,4.81,4.73
0.32,A0,A3,60.5,702.0,4.44,4.48
1.06,,A0,60.4,5580.0,6.62,6.59
2.18,,A0,62.9,13812.0,8.21,8.25
1.14,A0,A3,61.3,5700.0,6.76,6.72
0.43,A1,,61.9,1169.0,4.82,4.87
0.46,A1,A0,61.2,1299.0,4.97,5.0
0.91,A3,A0,63.7,3924.0,6.17,6.1
1.74,A1,A1,62.3,10085.0,7.8,7.7
0.9,A2,A3,58.5,4484.0,6.35,6.36
0.51,A2,A3,62.7,1438.0,5.09,5.12
1.0,A4,A0,64.4,4295.0,6.32,6.28
0.33,A1,A2,60.7,824.0,4.48,4.51
0.38,,,61.5,1200.0,4.64,4.66
0.42,A0,A0,62.6,626.0,4.76,4.8
0.3,,A4,62.5,675.0,4.34,4.27
0.58,,A3,61.1,1566.0,5.41,5.33
0.32,,A5,60.7,905.0,4.45,4.43
0.31,,A3,62.1,400.0,4.36,4.39
2.02,,A1,63.0,15974.0,8.01,8.06
0.5,,A1,65.8,938.0,4.97,4.83
2.02,A1,A1,61.7,13229.0,8.12,8.05
0.25,A2,A5,61.8,525.0,4.04,4.07
0.59,A1,A0,61.8,1718.0,5.37,5.39
0.62,,A4,60.1,1942.0,5.56,5.48
1.01,A3,A0,64.3,5379.0,6.23,6.28
1.01,,A0,62.8,4759.0,6.35,6.43
1.2,A0,A1,62.4,5510.0,6.83,6.75
0.72,,A2,61.6,,5.78,5.72
0.51,A1,A0,60.9,1355.0,5.17,5.21
0.29,A1,A5,62.7,,4.2,4.22
0.9,,A1,64.7,3104.0,5.94,6.03
0.34,A1,A0,61.1,508.0,4.52,4.55
0.7,A3,A1,63.3,1978.0,5.57,5.61
0.41,,A5,62.0,1166.0,4.77,4.81
0.32,A1,A3,62.4,524.0,4.36,4.39
1.04,A0,A0,60.6,4742.0,6.63,6.59
0.29,,A4,62.4,464.0,4.23,4.26
0.34,A0,A3,61.2,880.0,4.52,4.47
0.3,A1,,62.2,491.0,4.33,4.35
1.78,,A0,62.1,12843.0,7.77,7.73
1.0,A2,A2,59.5,9139.0,6.54,6.58
0.5,A1,A5,60.6,1838.0,5.17,5.13
1.03,A2,A4,61.7,6662.0,6.47,6.49
1.04,A1,,62.9,4997.0,6.45,6.41
1.0,,,60.7,5197.0,6.36,6.4
0.42,A1,A2,62.2,1221.0,4.82,4.79
0.46,A2,A4,61.4,1179.0,4.94,4.97
1.2,A3,A3,64.0,,6.8,6.63
0.57,,A1,61.0,1228.0,5.32,5.36
0.9,,A1,62.5,3798.0,6.12,6.16
0.9,A2,A3,62.4,4182.0,6.07,6.11
1.01,A1,,62.1,4355.0,6.39,6.43
0.53,A1,A4,61.4,1218.0,5.2,5.22
0.28,,A4,61.8,489.0,4.21,4.24
0.4,A2,A0,61.4,526.0,4.76,4.79
0.9,A4,A3,64.8,3538.0,6.07,6.03
0.29,,A2,62.7,633.0,4.2,4.22
0.5,,A3,63.0,1629.0,5.04,4.99
0.41,,A4,60.6,1007.0,4.79,4.84
0.5,,A4,62.7,1591.0,5.01,5.03
0.56,A1,A5,62.0,1698.0,5.29,5.26
0.23,,A4,64.3,373.0,3.84,3.87
1.19,A2,A3,59.2,7152.0,6.93,6.95
0.39,,A3,59.2,862.0,4.78,4.81
0.91,A1,A1,61.6,3985.0,6.24,6.22
0.9,A2,A1,60.3,3478.0,6.33,6.25
0.59,A2,A1,63.8,1286.0,5.31,5.34
1.01,,A3,61.6,5260.0,6.41,6.39
0.31,,A1,59.5,390.0,4.39,4.45
0.32,A1,,61.3,589.0,4.37,4.41
1.01,A3,A3,63.4,6666.0,6.31,6.37
0.5,A1,A3,61.8,1624.0,5.06,5.11
0.28,A2,A2,61.6,707.0,4.2,4.23
1.07,A2,A4,62.8,7168.0,6.48,6.52
1.23,A1,A3,59.0,6406.0,7.05,6.99
1.01,A4,A3,68.9,5294.0,6.06,6.02
0.7,A2,A0,59.4,2628.0,5.78,5.76
0.31,A0,A3,58.8,605.0,4.41,4.4
1.68,A2,A3,61.1,,7.63,7.7
1.5,A1,A0,59.4,8555.0,7.54,7.5
0.3,,A4,61.7,608.0,4.3,4.26
1.01,,A3,59.1,5166.0,6.58,6.59
0.42,A2,A3,60.9,1190.0,4.87,4.89
1.11,A1,A1,61.9,4377.0,6.62,6.66
2.05,A4,A4,67.7,17408.0,7.74,7.68
0.41,A1,A3,62.5,827.0,4.75,4.78
0.27,A1,A3,61.0,577.0,4.18,4.2
0.37,A2,A2,60.9,714.0,4.64,4.68
1.02,A3,A0,56.9,4948.0,6.64,6.69
0.34,,A2,61.2,667.0,4.51,4.54
1.01,A3,A4,62.7,6066.0,6.33,6.42
1.1,A2,,60.4,8724.0,6.7,6.77
0.55,A1,A3,61.6,1752.0,5.31,5.25
1.5,,A3,60.7,14386.0,7.41,7.32
1.47,A1,A3,62.3,7284.0,7.24,7.3
0.7,A2,A4,63.1,2755.0,5.67,5.58
2.48,,A3,60.1,16820.0,8.83,8.76
0.33,,A7,61.8,,4.47,4.49
1.11,A1,A2,62.3,12390.0,6.59,6.64
1.2,,A3,62.6,4844.0,6.74,6.67
0.73,A0,A1,61.2,,5.76,5.67
2.02,A0,A0,61.4,13229.0,8.09,8.03
3.0,,A1,59.3,14918.0,9.32,9.19
0.71,A1,A5,61.7,5019.0,5.73,5.77
0.41,,A3,60.9,827.0,4.79,4.84
1.23,,A1,62.6,5191.0,6.78,6.86
1.04,A1,A1,61.1,4290.0,6.6,6.66
1.59,A1,A4,61.3,9494.0,7.5,7.55
0.3,,A0,58.8,515.0,4.4,4.44
0.71,A0,,62.2,2352.0,5.68,5.64
0.9,,A0,63.0,4523.0,6.11,6.14
0.81,A1,A1,58.8,2761.0,6.14,6.11
0.33,A0,A4,62.4,693.0,4.42,4.39
1.3,A1,A2,62.1,12629.0,6.96,7.04
0.73,,,59.5,2393.0,5.85,5.91
0.31,,A4,60.4,942.0,4.4,4.37
1.01,,A1,63.9,3611.0,6.37,6.31
1.47,A2,,62.6,7438.0,7.17,7.24
1.18,A2,A1,63.5,,6.68,6.74
1.01,,A0,64.1,4480.0,6.26,6.19
0.23,A2,A2,58.8,485.0,4.04,4.06
0.41,A1,A2,61.7,1192.0,4.81,4.78
0.31,A2,A5,63.1,1046.0,4.35,4.33
0.4,A1,,62.0,1080.0,4.74,4.68
1.5,A2,A0,62.9,8058.0,7.24,7.33
1.0,A0,A4,60.6,6006.0,6.42,6.48
0.9,A2,A3,62.2,4580.0,6.13,6.18
0.75,,,58.8,2070.0,5.99,5.89
0.32,,A0,60.4,672.0,4.42,4.39
0.96,A4,A6,64.5,2068.0,6.16,6.11
0.31,A1,A3,62.1,513.0,4.34,4.36
0.38,,A2,60.5,778.0,4.72,4.69
,A0,A1,62.0,7341.0,7.15,7.08
1.37,A1,A4,63.8,7979.0,7.01,6.98
0.72,,A0,60.2,,5.83,5.86
1.05,A0,A3,61.8,6070.0,6.52,6.59
0.33,,A4,61.4,854.0,4.49,4.43
1.35,A2,A4,60.1,9729.0,7.16,7.21
0.51,A1,A1,62.5,1264.0,5.12,5.15
1.19,,,62.4,7147.0,6.73,6.79
1.52,A2,A1,60.6,9389.0,7.37,7.42
0.41,,,61.6,899.0,4.74,4.77
0.5,,A3,61.7,1323.0,5.06,5.02
0.39,A0,A4,60.6,1092.0,4.77,4.73
1.21,A1,A3,62.6,6261.0,6.81,6.74
1.5,A0,A3,61.5,14071.0,7.34,7.36
0.69,A1,,62.4,2297.0,5.66,5.69
0.83,,A1,63.1,2259.0,5.96,5.92
0.91,A2,A1,60.3,3189.0,6.23,6.28
0.4,,A4,59.2,1200.0,4.81,4.79
0.4,A3,A3,63.8,1007.0,4.64,4.57
0.72,A1,A4,60.3,3478.0,5.82,5.86
1.01,A2,A4,62.8,6152.0,6.34,6.37
0.7,A3,A4,63.6,3001.0,5.61,5.52
0.71,A1,,61.5,2564.0,5.73,5.75
1.01,A1,,61.7,6104.0,6.48,6.45
1.01,,A3,60.8,6330.0,6.44,6.49
0.61,,A5,60.9,1692.0,5.45,5.51
0.79,,A0,61.3,3328.0,5.96,6.01
0.41,,A4,62.3,961.0,4.8,4.77
0.73,A2,A0,63.5,2360.0,5.68,5.72
1.14,,A0,62.3,5650.0,6.69,6.66
1.01,A1,A3,61.6,6353.0,6.46,6.43
0.42,A1,A3,61.2,1031.0,4.8,4.84
2.06,A0,A1,60.0,16098.0,6.29,6.25
0.57,,A0,61.1,1754.0,5.33,5.38
0.63,A4,A0,64.6,1952.0,5.36,5.41
1.2,A2,A4,63.1,5322.0,6.7,6.62
1.71,A3,A3,62.8,,7.48,7.55
0.27,,A4,60.2,470.0,4.2,4.24
0.8,A2,A0,62.6,2862.0,5.9,5.92
0.4,A0,A4,60.7,,4.79,4.76
0.3,A2,A3,61.7,658.0,4.28,4.31
1.13,A1,A1,62.4,4303.0,6.66,6.63
1.01,,,58.9,6271.0,6.59,6.51
0.7,A0,A6,62.3,1107.0,5.69,5.55
0.5,A2,A3,63.4,1627.0,5.05,5.08
0.68,A2,A7,62.7,3143.0,5.56,5.6
0.3,A0,A2,61.2,684.0,4.31,4.35
1.21,A1,A4,61.7,,6.82,6.85
0.31,A2,A5,58.5,755.0,4.45,4.5
0.84,A0,A3,62.4,3591.0,5.98,6.04
0.38,,A3,60.5,898.0,4.69,4.66
0.81,A1,A1,62.1,3303.0,5.95,6.0
1.51,,A3,60.2,11540.0,7.35,7.33
0.7,,A3,62.4,2818.0,5.66,5.63
1.53,A3,A7,63.1,13248.0,7.25,7.34
0.31,A1,A3,60.8,692.0,4.39,4.42
1.04,,A2,59.2,8722.0,6.68,6.66
2.01,A0,A1,61.2,18705.0,8.08,8.14
0.32,A2,A1,60.4,393.0,4.39,4.42
1.06,A1,A5,61.3,7193.0,6.55,6.53
0.9,,,62.9,4286.0,6.09,6.12
0.5,A1,A4,62.6,1569.0,5.05,5.08
0.41,A1,A2,61.4,1323.0,4.77,4.81
0.73,A3,A3,63.7,2144.0,5.69,5.64
0.38,A1,A4,60.8,940.0,4.7,4.75
0.51,A1,A2,60.3,2138.0,5.2,5.23
0.32,A2,A2,62.0,717.0,4.38,4.42
0.32,,A3,59.4,645.0,4.44,4.48
1.53,,A3,61.6,13369.0,7.4,7.3
1.03,,A0,62.4,5653.0,6.47,6.44
0.42,A1,A0,61.6,838.0,4.85,4.83
0.32,A0,A0,61.3,449.0,4.36,4.42
0.42,A2,A0,61.0,712.0,4.83,4.86
0.38,,A2,61.9,1257.0,4.65,4.63
1.21,A2,A0,60.2,6229.0,6.89,6.93
0.53,A0,A4,62.4,1940.0,5.25,5.14
1.6,A1,A0,62.8,8418.0,7.48,7.42
0.33,,A5,63.3,980.0,4.44,4.38
1.21,A0,A2,61.7,5531.0,6.85,6.82
1.56,A1,A1,61.6,10210.0,7.41,7.45
0.35,,A1,59.9,,4.59,4.56
1.01,A0,A3,60.4,6787.0,6.51,6.47
1.27,,A0,60.6,6785.0,7.07,7.0
0.9,A2,A2,62.9,4186.0,6.1,6.15
1.33,A1,A4,62.4,6190.0,7.02,7.05
0.28,A1,A4,62.0,,4.17,4.2
1.18,A0,A0,60.1,4746.0,6.89,6.75
0.34,A2,A1,58.6,417.0,4.6,4.62
0.74,A0,A0,60.6,2655.0,5.88,5.84
0.56,,A0,62.1,1417.0,5.29,5.33
1.31,,A1,61.4,6602.0,6.99,6.96
1.22,,A1,61.3,5226.0,6.91,6.85
1.52,,A0,61.2,8818.0,7.39,7.29
1.75,,A0,62.8,10635.0,7.62,7.66
1.01,A4,A4,64.7,6759.0,6.33,6.28
0.65,A2,A2,61.3,1828.0,5.52,5.59
0.42,,A7,62.1,961.0,4.82,4.84
1.0,A0,A0,62.2,3511.0,6.47,6.4
0.52,A0,A2,61.2,2012.0,5.16,5.14
0.7,A3,A1,61.2,1824.0,5.68,5.73
1.14,,A5,62.2,11844.0,6.69,6.67
0.74,,A3,62.2,3454.0,5.79,5.81
0.52,,A1,61.1,1088.0,5.23,5.12
0.7,A3,A4,65.5,2657.0,5.46,5.54
1.02,,A5,61.5,8168.0,6.44,6.47
0.3,,A3,61.0,778.0,4.38,4.34
0.37,,A0,62.4,616.0,4.56,4.6
0.32,,A1,61.2,576.0,4.44,4.39
1.19,,A0,63.2,4665.0,6.82,6.7
1.16,A4,,65.8,5411.0,6.54,6.46
0.91,,,61.9,4199.0,6.18,6.22
0.45,,A3,66.9,980.0,4.78,4.71
1.04,A1,A3,62.5,6012.0,6.45,6.54
0.38,A2,A5,59.1,967.0,4.71,4.76
1.01,A0,A3,61.8,5946.0,6.45,6.4
0.9,,A1,59.9,,6.32,6.27
0.7,,A4,62.4,2854.0,5.64,5.7
1.01,A2,A1,59.8,4260.0,6.51,6.57
1.31,,A1,63.5,5612.0,6.97,6.89
0.42,A3,A0,63.1,700.0,4.76,4.78
0.8,,A3,61.4,4816.0,5.99,6.0
0.71,,A0,62.6,1883.0,5.61,5.54
1.75,A3,A1,64.1,8385.0,7.59,7.55
0.73,A0,A3,60.3,2581.0,5.88,5.82
0.56,,A4,59.1,1712.0,5.36,5.42
0.33,,A2,62.7,743.0,4.45,4.42
1.01,,A3,59.1,5919.0,6.56,6.63
1.7,,A3,62.8,9939.0,7.6,7.55
0.7,,A0,61.2,2239.0,5.7,5.64
0.39,A1,A4,62.5,1047.0,4.7,4.67
0.73,,A0,62.7,2703.0,5.76,5.7
0.51,A1,A0,61.6,1222.0,5.14,5.18
1.18,,A3,62.7,8411.0,6.74,6.77
1.11,A1,A0,62.3,4645.0,6.59,6.64
1.2,,,62.4,,6.75,6.71
0.52,A2,A3,62.5,,5.13,5.18
0.9,A1,A3,62.7,4770.0,6.14,6.18
1.01,A0,A2,63.0,7665.0,6.36,6.34
0.31,A1,,61.0,1046.0,4.43,4.39
0.3,A0,A3,60.5,710.0,4.35,4.38
1.01,,A1,60.3,4638.0,6.49,6.47
0.91,A0,A0,58.4,2700.0,6.34,6.32
1.31,,A1,62.7,6676.0,7.05,6.98
0.31,,A4,61.2,625.0,4.35,4.37
0.33,A0,A3,62.6,743.0,4.44,4.41
0.26,A2,A5,62.0,657.0,4.08,4.13
0.7,A2,A4,61.5,2394.0,5.66,5.72
0.52,A0,A0,61.4,1600.0,5.16,5.19
1.01,,A5,63.1,7279.0,6.33,6.42
0.77,,A0,59.5,2939.0,6.01,5.95
1.2,A2,A4,62.0,6177.0,6.77,6.81
0.26,A2,A3,62.8,601.0,4.0,4.06
0.3,A1,A7,62.5,764.0,4.31,4.33
0.73,,A2,62.1,3705.0,5.74,5.76
1.51,,A1,60.4,7723.0,7.27,7.3
0.57,,A0,61.4,1571.0,5.35,5.3
1.5,,A4,60.4,9759.0,7.35,7.42
0.41,A1,A4,61.9,1076.0,4.77,4.73
0.51,A1,A4,61.8,1851.0,5.17,5.19
0.61,A0,A0,60.4,1359.0,5.47,5.43
0.71,,A0,61.5,,5.61,5.66
0.3,,A5,63.5,995.0,4.27,4.23
1.26,A2,A0,60.6,6546.0,6.97,7.0
0.9,A1,A4,61.6,4592.0,6.17,6.13
1.01,A1,A1,62.4,3733.0,6.44,6.38
0.31,,A2,62.7,660.0,4.32,4.35
0.7,,A4,62.8,2810.0,5.57,5.61
0.32,A1,,62.3,508.0,4.38,4.41
1.57,A0,A4,60.5,10930.0,7.6,7.51
0.92,A0,A1,62.4,4096.0,6.25,6.21
1.01,A3,A0,63.8,4504.0,6.32,6.37
0.39,,A0,61.9,654.0,4.66,4.71
1.0,A0,A2,61.9,7204.0,6.45,6.32
1.07,,A7,61.5,9532.0,6.59,6.54
,A1,,62.7,1046.0,5.08,5.1
1.51,A2,A1,62.5,7400.0,7.27,7.32
2.03,A0,A1,62.4,18286.0,8.04,7.98
0.56,A1,,61.1,1811.0,5.35,5.33
0.51,A0,A3,61.3,1781.0,5.15,5.13
0.51,A1,,60.0,1406.0,5.25,5.21
0.54,,A0,61.1,1268.0,5.25,5.27
0.76,,A1,59.3,2329.0,6.01,5.96
1.5,,A3,61.7,13710.0,7.29,7.34
0.41,A0,A0,60.5,969.0,4.8,4.78
0.4,,A7,62.4,982.0,4.7,4.73
0.55,A0,A3,58.1,,5.46,5.38
0.51,A1,A4,62.2,1656.0,5.11,5.14
0.36,A1,A0,61.5,851.0,4.64,4.56
1.01,A3,A3,65.4,6004.0,6.18,6.23
0.32,,A3,62.4,720.0,4.36,4.33
0.93,A0,A1,61.3,3317.0,6.26,6.17
0.32,A2,A5,63.0,589.0,4.32,4.38
1.02,A3,A1,62.8,3838.0,6.36,6.32
1.09,A0,A1,60.3,5186.0,6.68,6.61
0.3,,A3,62.9,658.0,4.22,4.27
0.91,A2,A1,63.0,3772.0,6.12,6.16
0.31,A1,A3,62.2,628.0,4.43,4.38
2.01,,A1,62.1,9658.0,8.1,8.03
0.55,A1,A3,61.6,1673.0,5.25,5.3
2.11,A2,A1,63.5,18071.0,8.08,8.13
1.55,A0,A4,62.6,8749.0,7.4,7.35
1.21,,A1,62.1,4879.0,6.86,6.8
2.01,A3,A1,62.9,16013.0,7.89,8.01
0.24,A2,A2,63.3,485.0,3.95,3.98
1.5,,A1,58.5,8580.0,7.4,7.44
1.5,,A3,63.4,14618.0,7.22,7.25
1.18,A2,A1,62.2,4353.0,6.74,6.79
0.9,A0,A0,63.0,2861.0,6.09,6.01
1.0,A3,A7,60.7,9660.0,6.42,6.4
0.59,A1,A3,62.9,1743.0,5.39,5.32
0.9,,A1,63.2,3267.0,6.09,6.15
1.0,A2,A3,62.9,6245.0,6.27,6.38
2.22,,A0,57.8,17151.0,8.58,8.54
1.03,A3,A0,57.7,5526.0,6.63,6.65
0.55,A0,A0,62.9,1354.0,5.26,5.23
0.64,A2,A0,64.0,1665.0,5.49,5.53
0.57,,A5,62.5,2682.0,5.27,5.32
1.02,A1,A1,62.9,3521.0,6.45,6.37
1.04,A1,A0,62.1,4801.0,6.49,6.52
1.0,A1,A5,62.3,10058.0,6.37,6.43
1.15,A0,A0,62.5,4939.0,6.72,6.68
0.77,,A5,60.2,4399.0,5.93,5.97
0.65,A3,A0,59.6,,5.64,5.71
1.07,A0,A1,60.0,3775.0,6.6,6.56
0.32,A0,A1,59.7,576.0,4.45,4.43
0.31,A1,A5,62.1,,4.34,4.39
1.0,,A0,56.3,4150.0,6.63,6.61
0.5,A1,A3,62.8,1845.0,5.08,5.04
0.32,A1,A3,61.6,645.0,4.4,4.43
1.51,A0,,59.8,14482.0,7.55,7.52
0.72,A1,A1,62.7,2670.0,5.72,5.7
0.92,,A1,62.6,4309.0,6.22,6.18
0.5,A2,A0,63.5,1048.0,5.02,5.06
0.6,,A6,62.1,835.0,5.33,5.27
0.34,A0,A3,62.6,686.0,4.46,4.49
0.3,A2,A4,63.0,568.0,4.25,4.29
0.36,,A4,61.8,741.0,4.57,4.6
1.02,,A1,64.1,4459.0,6.25,6.32
,A0,A3,61.3,13506.0,7.36,7.31
1.0,A0,A0,61.1,5174.0,6.47,6.42
1.03,,A5,59.7,10546.0,6.63,6.57
0.71,A1,A3,63.0,3245.0,5.69,5.65
0.5,A0,A3,61.8,1420.0,5.07,5.02
1.02,,A0,60.5,4884.0,6.58,6.51
0.53,,A5,60.8,2514.0,5.23,5.17
0.43,A1,A7,60.9,1580.0,4.89,4.86
0.3,A1,A7,62.4,863.0,4.31,4.34
0.71,A1,A1,61.4,2525.0,5.76,5.78
1.21,,A0,62.9,6440.0,6.79,6.78
1.0,,A0,61.9,4997.0,6.37,6.45
0.3,A2,A2,61.0,605.0,4.3,4.32
0.91,,,58.3,3511.0,6.4,6.33
0.52,A1,A4,60.9,1689.0,5.16,5.22
0.53,,,63.1,1167.0,5.15,5.18
1.19,,A6,61.5,3665.0,6.79,6.83
0.26,A3,A4,62.5,373.0,4.06,4.1
0.83,,,60.0,2825.0,6.08,6.05
1.08,,A3,61.2,7824.0,6.63,6.61
0.5,A1,,62.5,1752.0,5.05,5.09
1.23,A2,A2,60.6,10004.0,6.93,7.02
1.01,A2,A3,60.6,7195.0,6.43,6.47
0.53,,A0,63.0,1273.0,5.18,5.14
1.5,,A0,62.0,11690.0,7.25,7.33
1.11,,A0,60.3,5000.0,6.62,6.67
0.44,,A5,61.8,1235.0,4.86,4.91
1.6,,A1,60.5,8377.0,7.52,7.55
0.31,,A7,61.5,1061.0,4.34,4.37
0.73,A1,A3,61.3,2756.0,5.8,5.84
0.9,,A3,63.8,4309.0,6.09,6.13
1.0,A3,,62.7,3234.0,6.28,6.32
0.31,A1,A4,61.2,,4.36,4.39
0.51,,A1,62.9,956.0,5.11,5.07
0.47,A2,A2,60.9,1418.0,4.99,5.03
1.2,A1,A6,58.6,3763.0,7.01,6.96
1.07,,A4,62.2,5103.0,6.52,6.57
0.35,,A0,62.4,748.0,4.55,4.52
1.03,,A0,61.1,4520.0,6.5,6.56
0.73,,A5,62.7,3900.0,5.76,5.72
2.0,,A3,61.9,14403.0,7.95,8.04
0.53,A1,A3,62.1,1353.0,5.21,5.23
0.26,,A0,60.5,474.0,4.16,4.17
0.57,A2,A0,60.4,1273.0,5.37,5.42
0.72,A0,A3,62.3,2405.0,5.77,5.69
0.56,,A3,59.6,1654.0,5.34,5.36
0.34,A1,A3,60.8,1033.0,4.52,4.5
0.46,A1,A2,62.6,1657.0,4.92,4.95
0.78,A2,A3,62.6,3113.0,5.81,5.89
0.31,A1,,61.6,516.0,4.39,4.41
0.7,A0,A3,61.8,2330.0,5.68,5.71
0.42,,A0,60.8,992.0,4.87,4.83
2.03,A4,A1,64.9,14687.0,7.85,7.99
1.01,A0,A2,61.5,5963.0,6.44,6.38
1.21,,A0,61.8,6180.0,6.83,6.79
1.5,,A0,61.3,10725.0,7.38,7.4
0.34,,A4,62.0,,4.44,4.49
0.29,,A5,62.0,669.0,4.23,4.19
0.4,A1,A4,62.2,1125.0,4.74,4.72
0.5,A1,A4,62.3,1603.0,5.09,5.12
0.52,A1,A4,62.2,2296.0,5.16,5.13
0.32,A0,A0,59.3,684.0,4.5,4.47
0.27,A2,A2,61.8,586.0,4.14,4.18
1.58,A1,A3,62.7,11262.0,7.39,7.44
1.0,,A3,62.1,5929.0,6.34,6.38
1.22,A2,A3,61.9,4793.0,6.82,6.87
0.41,,A1,59.5,818.0,4.84,4.8
0.8,A0,A0,60.1,3082.0,6.07,6.05
1.0,A0,A3,61.9,6640.0,6.41,6.36
1.33,,A3,62.8,11409.0,7.08,7.03
1.02,A0,A3,61.0,5666.0,6.56,6.49
0.31,A1,,60.8,645.0,4.39,4.42
1.16,A2,A1,59.6,4455.0,6.85,6.87
0.5,A3,A3,63.2,1436.0,5.0,5.03
,A3,A1,61.0,2116.0,5.63,5.69
0.26,A2,A2,60.9,,4.13,4.15
0.29,,A2,61.1,715.0,4.26,4.28
2.26,,A1,61.6,18028.0,8.47,8.38
0.25,,A7,63.3,,3.99,4.04
1.1,,A0,62.7,4805.0,6.6,6.55
0.36,,,62.7,505.0,4.54,4.58
0.71,A3,A0,63.9,2352.0,5.61,5.57
1.0,A4,A0,56.9,4688.0,6.45,6.52
1.0,,A6,64.9,,6.2,6.14
0.51,A1,A2,61.2,2203.0,5.19,5.17
0.36,A1,A4,62.3,869.0,4.57,4.55
0.54,A0,A0,63.0,1349.0,5.23,5.18
0.7,A0,A1,59.5,2234.0,5.82,5.72
1.28,A1,A1,61.4,5995.0,6.99,6.96
0.9,,A2,62.0,4355.0,6.16,6.13
0.31,A1,A2,62.1,707.0,4.32,4.35
1.21,A2,A0,62.8,5346.0,6.73,6.8
0.71,,A1,62.7,2317.0,5.68,5.64
0.5,A1,A3,60.8,1768.0,5.19,5.16
0.3,,A3,62.1,844.0,4.31,4.29
0.7,,A1,62.1,2079.0,5.66,5.71
0.36,A2,A5,62.8,821.0,4.52,4.55
0.85,A0,,61.2,4530.0,6.1,6.13
1.05,A2,,61.7,,6.52,6.58
0.43,,A1,60.7,742.0,4.88,4.91
0.55,A1,A5,60.0,2077.0,5.35,5.39
1.4,,A0,63.8,8624.0,7.01,6.95
1.0,,A0,61.3,5488.0,6.39,6.37
1.0,A3,A1,62.1,4307.0,6.36,6.4
1.0,A3,A3,62.8,6189.0,6.31,6.34
0.79,,A3,61.1,2362.0,5.96,5.93
1.01,A0,A0,60.0,4805.0,6.55,6.51
0.79,A0,A4,62.6,3583.0,5.92,5.87
1.01,A4,A3,65.3,6366.0,6.29,6.24
2.3,,A3,61.8,18239.0,8.47,8.39
0.9,A3,A5,62.9,8239.0,6.01,6.1
0.34,A0,,60.3,,4.53,4.49
0.38,A1,A3,62.1,789.0,4.66,4.67
1.33,,A1,62.7,6480.0,7.05,6.98
0.23,A2,A2,60.0,530.0,4.0,4.04
0.42,A1,A7,62.7,1400.0,4.76,4.77
0.9,A1,A3,62.6,3820.0,6.14,6.17
0.3,,A0,63.2,675.0,4.3,4.27
1.51,A1,A0,61.7,7780.0,7.25,7.18
0.36,A0,A0,61.1,616.0,4.62,4.57
0.7,A1,A0,61.0,2804.0,5.68,5.7
0.93,,A0,60.9,3437.0,6.24,6.2
1.16,,A0,65.9,4612.0,6.54,6.51
1.35,A1,A4,61.5,,7.12,7.15
1.09,A1,A2,62.1,10246.0,6.55,6.59
0.58,A3,A4,61.5,2041.0,5.3,5.34
0.32,,A0,62.3,499.0,4.44,4.33
0.3,,A7,61.6,863.0,4.34,4.36
1.71,A2,,62.8,,7.52,7.58
0.71,A1,A0,61.6,,5.72,5.75
1.5,,A0,58.2,11128.0,7.45,7.4
0.7,,A4,58.7,3148.0,5.79,5.83
1.12,,A6,60.6,4139.0,6.73,6.76
0.3,,A3,62.7,407.0,4.27,4.28
0.96,A0,,59.1,2454.0,6.48,6.38
2.05,,A4,60.1,14411.0,8.19,8.25
0.37,,,60.9,552.0,4.63,4.67
0.32,A2,A2,62.2,730.0,4.36,4.38
1.07,,A0,61.7,4597.0,6.58,6.62
0.92,A2,A0,63.8,3920.0,6.12,6.17
1.23,A0,A1,62.0,5717.0,6.92,6.88
0.3,A1,A2,62.1,590.0,4.32,4.35
2.01,A2,A1,61.3,13940.0,8.08,8.17
1.17,A3,A4,60.0,7972.0,6.82,6.77
0.32,A0,A7,59.4,954.0,4.48,4.51
0.4,A4,A4,57.1,798.0,4.88,4.9
